GDAY_DS,T_ID,VS_T_ID,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SF,BB,HP,KK,GD,OBP,win
20190901,KT,HH,38,34,0,1,9,0,0,0,6,0,0,4,0,6,2,0.342105263,0
20190901,HH,KT,35,32,6,6,10,2,0,1,0,0,0,2,0,6,1,0.352941176,1
20190901,LG,SK,39,37,6,6,10,2,0,3,0,0,0,2,0,6,0,0.307692308,0
20190901,SK,LG,41,33,8,9,9,6,0,3,2,0,0,7,1,5,2,0.414634146,1
20190901,LT,HT,36,35,2,2,9,2,0,0,2,0,0,1,0,10,1,0.277777778,0
20190901,HT,LT,34,32,4,4,13,4,0,1,2,2,0,2,0,7,1,0.441176471,1
20190901,SS,OB,33,31,1,1,6,0,0,0,0,1,0,1,1,9,0,0.242424242,0
20190901,OB,SS,37,32,4,4,8,0,0,0,4,0,0,3,1,1,0,0.333333333,1
20190901,WO,NC,37,33,2,2,8,0,0,0,0,0,0,2,2,3,1,0.324324324,0
20190901,NC,WO,33,32,3,4,10,6,0,0,2,0,0,1,0,2,2,0.333333333,1
20190903,HT,HH,41,36,6,6,10,6,0,1,0,0,0,4,1,7,1,0.365853659,1
20190903,HH,HT,39,34,2,5,9,6,0,0,0,2,0,3,1,16,0,0.342105263,0
20190903,LG,KT,39,32,4,5,6,0,0,1,4,0,0,6,1,6,1,0.333333333,1
20190903,KT,LG,31,29,0,0,3,0,0,0,0,0,0,1,1,7,1,0.161290323,0
20190903,NC,SK,35,31,1,1,5,0,0,0,0,0,0,3,1,9,0,0.257142857,0
20190903,SK,NC,40,35,7,8,13,6,0,1,4,1,0,2,2,6,0,0.435897436,1
20190903,SS,LT,40,35,4,5,9,0,0,2,0,0,0,4,1,5,0,0.35,1
20190903,LT,SS,34,32,3,4,5,6,0,1,0,0,0,2,0,11,1,0.205882353,0
20190903,WO,OB,38,36,5,5,9,0,0,2,4,0,0,2,0,5,0,0.289473684,1
20190903,OB,WO,38,33,1,2,7,0,0,0,0,1,1,4,0,6,0,0.289473684,0
20190904,HT,HH,37,32,1,1,7,2,0,0,2,1,0,4,1,7,0,0.324324324,1
20190904,HH,HT,32,31,0,0,5,0,0,0,2,1,0,1,0,12,0,0.1875,0
20190904,SS,LT,45,40,8,8,12,2,0,1,0,0,0,5,0,8,1,0.377777778,1
20190904,LT,SS,39,36,0,0,9,4,0,0,0,0,0,3,0,10,1,0.307692308,0
20190905,HH,NC,36,33,3,3,7,0,0,2,0,1,0,2,1,5,0,0.277777778,1
20190905,NC,HH,30,28,0,0,4,4,0,0,2,0,0,1,0,5,1,0.172413793,0
20190905,SS,WO,38,33,4,4,10,2,0,0,0,0,0,3,1,5,3,0.378378378,1
20190905,WO,SS,35,29,0,0,3,0,0,0,0,1,0,4,1,4,1,0.235294118,0
20190906,HH,NC,36,34,0,0,7,4,0,0,0,0,0,2,0,7,0,0.25,0
20190906,NC,HH,33,29,4,4,8,0,0,2,4,1,1,2,1,7,1,0.333333333,1
20190906,HT,KT,37,35,2,2,10,0,0,0,0,0,0,2,0,6,2,0.324324324,0
20190906,KT,HT,39,35,5,5,11,2,2,2,4,0,0,2,1,5,0,0.368421053,1
20190906,LT,LG,35,33,1,2,6,6,0,1,2,0,0,2,0,9,2,0.228571429,0
20190906,LG,LT,35,32,5,5,9,4,0,1,2,0,1,2,0,11,0,0.314285714,1
20190906,SS,WO,34,33,1,1,7,2,0,0,2,0,0,1,0,9,1,0.235294118,0
20190906,WO,SS,37,33,6,6,11,8,0,0,0,0,0,3,0,9,1,0.388888889,1
20190907,LT,HH,35,35,1,1,9,0,0,1,0,0,0,0,0,10,1,0.257142857,0
20190907,HH,LT,40,35,5,5,14,4,2,0,0,0,1,3,0,5,1,0.435897436,1
20190907,NC,SS,40,34,8,8,11,4,2,4,0,1,1,2,1,4,0,0.368421053,1
20190907,SS,NC,32,30,2,2,6,2,0,2,0,0,0,2,0,8,3,0.25,0
20190907,WO,HT,45,37,7,7,13,0,0,0,0,0,0,7,0,6,2,0.454545455,1
20190907,HT,WO,34,34,2,3,9,2,0,0,2,0,0,0,0,5,2,0.264705882,0
20190908,LT,HH,48,40,12,12,13,2,0,2,4,0,0,8,0,3,1,0.4375,1
20190908,HH,LT,34,30,0,0,3,4,0,0,0,0,0,3,1,9,0,0.205882353,0
20190908,NC,SS,41,38,4,4,10,4,0,1,0,0,0,3,0,5,0,0.317073171,0
20190908,SS,NC,41,36,9,9,12,8,0,1,0,0,0,4,1,7,0,0.414634146,1
20190908,OB,LG,36,30,1,1,8,2,0,0,0,1,1,3,0,5,0,0.323529412,0
20190908,LG,OB,34,32,2,2,8,2,0,1,0,0,0,2,0,6,1,0.294117647,1
20190908,SK,KT,32,28,0,0,3,0,0,0,0,0,0,3,1,4,2,0.21875,0
20190908,KT,SK,33,29,5,5,8,2,0,0,2,0,1,3,0,6,0,0.333333333,1
20190908,WO,HT,53,45,12,13,16,8,0,2,2,0,0,8,0,5,1,0.452830189,1
20190908,HT,WO,38,35,3,3,8,4,0,0,0,0,0,3,0,7,1,0.289473684,0
20190910,HT,LT,39,34,4,4,10,0,0,1,0,0,1,4,0,7,2,0.358974359,0
20190910,LT,HT,41,36,8,8,13,4,0,0,0,1,1,4,0,5,1,0.414634146,1
20190910,KT,SS,34,33,2,2,7,4,0,0,2,0,0,1,0,10,1,0.235294118,0
20190910,SS,KT,32,28,3,3,5,2,0,0,4,1,1,2,0,5,0,0.225806452,1
20190910,LG,HH,42,36,5,5,10,6,0,1,2,0,0,6,0,8,1,0.380952381,1
20190910,HH,LG,39,36,2,2,10,0,0,0,0,1,0,3,0,6,0,0.333333333,0
20190911,HT,LT,40,35,4,4,9,2,2,2,2,0,0,4,1,6,1,0.35,1
20190911,LT,HT,31,30,0,0,3,0,0,0,0,0,0,0,0,7,0,0.1,0
20190911,KT,SS,45,39,7,8,13,8,2,1,0,1,0,6,0,5,0,0.422222222,0
20190911,SS,KT,40,35,10,11,11,2,2,4,0,0,0,4,1,6,0,0.4,1
20190911,LG,HH,37,36,5,5,10,14,0,0,0,0,0,1,0,7,1,0.297297297,0
20190911,HH,LG,45,35,9,9,13,12,0,0,2,1,0,10,0,5,1,0.511111111,1
20190911,NC,OB,38,33,4,4,9,4,0,1,0,0,1,2,0,6,0,0.305555556,1
20190911,OB,NC,31,29,0,0,2,0,0,0,0,0,0,2,0,5,0,0.129032258,0
20190911,WO,SK,38,36,4,4,12,2,0,0,2,0,1,1,0,11,2,0.342105263,1
20190911,SK,WO,35,30,2,2,5,0,0,1,4,1,1,4,0,7,0,0.257142857,0
20190912,HT,OB,33,32,0,0,3,2,0,0,0,0,0,0,1,5,0,0.121212121,0
20190912,OB,HT,33,33,5,5,11,4,0,0,0,0,0,0,0,4,2,0.333333333,1
20190912,LG,WO,36,28,2,2,5,6,0,0,2,1,1,3,2,5,1,0.294117647,0
20190912,WO,LG,34,28,2,3,6,2,0,0,4,1,0,4,2,8,2,0.352941176,1
20190912,NC,KT,43,39,7,7,13,2,2,0,6,0,0,4,0,5,1,0.395348837,1
20190912,KT,NC,42,38,4,4,13,4,0,0,0,1,0,3,0,9,0,0.390243902,0
20190912,SK,LT,33,31,2,2,4,0,0,1,0,0,0,2,0,10,0,0.181818182,1
20190912,LT,SK,30,30,1,1,6,0,0,1,0,0,0,0,0,5,2,0.2,0
20190913,HH,SS,42,40,3,5,10,2,0,1,0,0,0,1,1,7,0,0.285714286,1
20190913,SS,HH,38,32,4,4,9,4,0,1,2,1,1,5,0,9,1,0.368421053,0
20190913,HT,OB,31,31,2,2,7,2,0,0,0,1,0,0,0,1,2,0.225806452,0
20190913,OB,HT,34,32,5,6,9,8,0,0,6,1,1,1,0,1,1,0.294117647,1
20190913,LG,WO,37,35,4,4,9,8,0,1,2,0,0,2,0,6,1,0.297297297,1
20190913,WO,LG,38,33,1,1,8,0,0,0,2,0,0,2,1,5,0,0.305555556,0
20190913,NC,KT,35,33,5,5,11,2,0,1,0,0,0,0,0,7,2,0.333333333,1
20190913,KT,NC,40,35,2,2,9,2,0,0,0,1,0,3,2,8,0,0.35,0
20190913,SK,LT,33,27,0,0,3,2,0,0,0,1,0,5,0,4,0,0.25,0
20190913,LT,SK,29,28,1,1,6,4,0,0,0,1,0,1,0,8,1,0.24137931,1
20190914,HT,LG,32,31,2,2,6,0,0,0,0,1,0,1,0,4,2,0.21875,0
20190914,LG,HT,36,34,7,7,11,4,0,1,6,1,0,2,0,7,0,0.361111111,1
20190914,LT,HH,34,33,2,2,6,8,0,0,0,0,0,1,0,9,0,0.205882353,0
20190914,HH,LT,41,35,5,5,12,2,0,0,0,0,1,4,0,5,0,0.4,1
20190914,OB,SK,46,38,6,6,12,6,0,0,0,0,0,7,0,5,0,0.422222222,0
20190914,SK,OB,45,41,5,7,18,2,0,1,2,0,0,2,1,7,1,0.477272727,1
20190914,SS,NC,33,32,1,1,5,2,0,1,0,1,0,1,0,6,0,0.181818182,0
20190914,NC,SS,41,36,7,7,13,8,2,1,2,0,0,3,1,3,0,0.425,1
20190914,WO,KT,35,32,2,2,6,2,0,1,2,0,0,3,0,9,1,0.257142857,0
20190914,KT,WO,35,30,3,3,7,2,0,1,2,0,1,4,0,3,0,0.314285714,1
20190915,KT,SK,44,35,8,8,11,6,0,2,4,0,0,8,0,10,1,0.441860465,1
20190915,SK,KT,40,37,6,6,9,2,0,3,2,0,0,2,1,8,0,0.3,0
20190915,LT,HH,39,35,7,7,10,4,0,1,0,0,1,3,0,6,1,0.333333333,1
20190915,HH,LT,37,33,1,1,8,0,0,0,2,1,0,3,1,9,1,0.324324324,0
20190915,OB,LG,41,37,3,4,10,2,0,0,0,0,0,4,0,6,1,0.341463415,0
20190915,LG,OB,40,36,10,10,16,8,2,2,2,1,1,2,0,6,1,0.461538462,1
20190915,SS,NC,35,32,1,1,6,2,0,1,0,0,0,3,0,8,1,0.257142857,0
20190915,NC,SS,33,29,6,6,8,2,2,2,0,0,0,2,0,5,0,0.322580645,1
20190916,HH,SS,49,37,9,11,12,2,0,1,4,0,0,10,1,6,0,0.479166667,1
20190916,SS,HH,34,29,1,1,6,0,0,1,4,0,0,4,1,4,4,0.323529412,0
20190916,LG,KT,40,39,4,4,14,2,0,2,0,0,0,1,0,5,1,0.375,1
20190916,KT,LG,37,34,1,2,7,0,0,1,0,0,0,2,1,6,1,0.27027027,0
20190916,WO,OB,40,37,5,6,11,4,0,1,6,0,1,2,0,9,0,0.325,1
20190916,OB,WO,36,33,2,3,6,0,0,0,4,0,0,3,0,5,1,0.25,0
20190917,NC,HT,33,30,2,2,3,0,0,1,0,0,0,2,0,7,0,0.15625,0
20190917,HT,NC,36,28,3,3,6,2,0,0,2,0,1,6,1,7,0,0.361111111,1
20190917,WO,HH,31,30,0,0,3,0,0,0,0,0,0,0,1,12,0,0.129032258,0
20190917,HH,WO,30,30,1,1,6,0,0,0,0,0,0,0,0,9,0,0.2,1
20190918,LG,SS,33,30,4,4,4,2,0,3,0,1,0,2,1,4,1,0.212121212,1
20190918,SS,LG,41,37,1,3,8,6,0,1,2,0,0,2,1,5,0,0.275,0
20190918,LT,HT,41,35,5,5,10,6,0,0,0,2,0,4,2,5,1,0.390243902,0
20190918,HT,LT,35,34,6,6,11,6,0,0,0,0,0,1,0,6,1,0.342857143,1
20190918,NC,SK,38,33,5,6,9,4,0,3,2,0,0,3,0,7,1,0.333333333,1
20190918,SK,NC,33,30,0,0,5,2,0,0,0,0,0,3,0,6,2,0.242424242,0
20190919,HT,SS,37,36,2,2,11,2,0,0,0,0,0,1,0,6,3,0.324324324,0
20190919,SS,HT,44,38,12,12,14,12,0,3,2,0,1,4,1,9,0,0.431818182,1
20190919,LG,NC,43,37,3,3,11,6,0,1,0,0,0,4,1,11,0,0.380952381,0
20190919,NC,LG,36,27,5,5,6,0,0,1,2,0,1,5,1,5,0,0.352941176,1
20190919,OB,SK,43,37,6,6,11,0,2,1,2,0,1,4,1,4,0,0.372093023,1
20190919,OB,SK,41,33,7,7,11,0,0,2,0,0,3,5,0,7,2,0.390243902,0.5
20190919,SK,OB,38,35,4,4,9,2,0,1,0,0,0,1,2,10,1,0.315789474,0
20190919,SK,OB,30,30,3,3,4,0,0,2,0,1,0,0,0,8,0,0.133333333,0.5
20190920,HT,OB,34,32,2,2,7,0,0,1,2,0,1,1,0,6,0,0.235294118,0
20190920,OB,HT,35,34,4,6,9,0,0,0,6,0,0,1,0,7,0,0.285714286,1
20190920,KT,LT,38,35,7,7,9,4,0,3,4,0,0,3,0,11,1,0.315789474,1
20190920,LT,KT,30,29,0,0,5,0,0,0,0,0,0,1,0,6,3,0.2,0
20190920,SS,HH,38,33,3,3,8,4,2,0,0,1,1,4,0,6,0,0.315789474,0
20190920,HH,SS,34,28,4,5,5,6,0,0,2,0,1,4,1,5,0,0.294117647,1
20190920,WO,SK,39,33,5,5,8,2,0,1,2,0,0,4,2,7,2,0.358974359,1
20190920,SK,WO,38,34,1,1,9,0,0,0,4,0,1,2,1,9,1,0.315789474,0
20190921,HT,OB,37,36,2,3,8,2,0,0,0,0,0,1,0,7,1,0.243243243,0
20190921,OB,HT,39,34,4,5,12,2,0,0,6,1,0,5,0,4,1,0.435897436,1
20190921,SS,KT,40,32,6,6,6,0,0,1,0,0,1,6,0,10,0,0.307692308,1
20190921,KT,SS,38,35,3,3,10,0,2,0,6,0,2,0,1,7,1,0.289473684,0
20190922,LG,OB,43,41,6,6,11,2,0,1,4,0,0,2,0,11,0,0.302325581,1
20190922,OB,LG,45,39,3,3,10,6,0,0,0,0,0,5,1,7,1,0.355555556,0
20190923,HH,LG,45,39,9,9,14,2,0,1,2,0,0,4,2,8,2,0.444444444,1
20190923,LG,HH,34,32,1,1,7,2,0,0,4,0,0,2,0,5,1,0.264705882,0
20190923,HT,KT,34,33,1,1,7,6,0,0,2,1,0,1,0,10,0,0.235294118,0
20190923,KT,HT,35,32,2,2,11,6,0,0,2,0,0,2,1,6,1,0.4,1
20190923,NC,LT,37,32,6,6,8,6,0,1,2,1,0,4,0,8,1,0.333333333,1
20190923,LT,NC,38,32,1,1,8,6,0,0,0,0,0,6,0,6,2,0.368421053,0
20190924,OB,NC,53,50,7,7,15,2,2,2,2,0,1,2,0,7,0,0.320754717,0.5
20190924,NC,OB,54,50,7,7,14,2,2,1,4,0,0,3,1,6,0,0.333333333,0.5
20190924,SK,KT,37,34,1,3,8,2,0,0,2,0,0,3,0,3,1,0.297297297,0
20190924,KT,SK,37,34,6,7,14,0,0,0,0,0,1,2,0,8,1,0.432432432,1
20190924,SS,LG,37,36,4,4,8,2,2,1,2,0,0,1,0,12,0,0.243243243,1
20190924,LG,SS,38,34,2,2,9,4,0,0,0,0,0,3,1,7,2,0.342105263,0
20190924,WO,HT,35,34,0,0,8,0,0,0,2,0,0,1,0,8,2,0.257142857,0
20190924,HT,WO,36,34,5,5,11,6,2,1,0,1,0,2,0,4,0,0.361111111,1
20190925,HH,NC,37,35,3,3,11,2,0,1,0,0,0,1,0,6,2,0.333333333,1
20190925,NC,HH,40,36,1,2,9,2,0,0,4,0,0,4,0,7,0,0.325,0
20190925,OB,LT,42,38,7,7,13,4,0,0,0,1,1,2,1,3,0,0.380952381,1
20190925,LT,OB,34,32,0,0,5,2,0,0,0,0,0,1,1,12,0,0.205882353,0
20190925,SS,SK,32,29,0,0,5,0,0,0,0,1,0,2,0,10,1,0.225806452,0
20190925,SK,SS,31,29,1,1,6,0,0,1,0,0,0,2,0,4,0,0.258064516,1
20190926,HH,NC,46,38,4,4,13,2,0,1,2,0,1,5,1,7,1,0.422222222,1
20190926,NC,HH,42,38,2,2,13,0,0,0,0,0,0,2,2,4,3,0.404761905,0
20190926,HT,LT,37,31,3,3,3,0,0,1,2,1,0,5,1,9,0,0.243243243,1
20190926,LT,HT,33,31,1,1,4,2,0,1,0,0,0,2,0,10,0,0.181818182,0
20190926,LG,KT,41,36,4,4,10,2,0,0,10,0,0,4,0,14,1,0.35,1
20190926,KT,LG,35,33,3,3,7,4,0,1,2,1,0,2,0,7,0,0.257142857,0
20190926,OB,SS,46,41,11,11,14,6,0,0,0,0,0,4,1,1,1,0.413043478,1
20190926,SS,OB,30,29,0,0,4,0,0,0,0,0,0,1,0,3,2,0.166666667,0
20190927,NC,LG,41,32,3,3,8,2,0,0,2,2,1,5,3,11,0,0.390243902,1
20190927,LG,NC,31,31,0,0,7,0,0,0,0,2,0,0,0,8,1,0.225806452,0
20190927,SK,SS,40,31,4,4,8,6,0,1,4,1,1,6,0,5,0,0.368421053,1
20190927,SS,SK,30,30,0,0,4,0,0,0,6,0,0,0,0,7,1,0.133333333,0
20190928,HH,OB,43,42,6,6,13,6,0,0,0,0,1,0,0,6,0,0.302325581,0
20190928,OB,HH,48,39,7,7,13,2,0,0,6,0,1,6,0,4,0,0.413043478,1
20190928,LG,HT,38,29,1,1,5,2,0,0,2,0,1,5,3,7,2,0.342105263,0
20190928,HT,LG,41,36,7,7,13,2,0,0,2,0,0,3,2,9,1,0.43902439,1
20190928,NC,KT,41,36,2,2,10,0,0,1,4,1,0,4,0,4,0,0.35,0
20190928,KT,NC,34,31,4,5,8,0,0,1,4,0,0,3,0,7,1,0.323529412,1
20190928,SK,SS,45,41,7,7,13,0,0,3,2,0,0,4,0,9,1,0.377777778,0
20190928,SS,SK,47,38,9,9,12,10,0,1,2,0,1,8,0,10,0,0.425531915,1
20190929,OB,LG,34,28,2,3,4,0,0,0,4,0,1,4,1,5,1,0.264705882,1
20190929,LG,OB,32,31,0,0,4,0,0,0,0,0,0,1,0,6,0,0.15625,0
20190929,SK,HH,32,25,2,2,3,2,0,2,0,1,0,4,1,7,1,0.266666667,1
20190929,HH,SK,29,28,0,0,2,0,0,0,2,1,0,1,0,9,0,0.103448276,0
20190929,SS,KT,38,33,0,0,6,2,0,0,0,0,0,5,0,10,0,0.289473684,0
20190929,KT,SS,35,32,6,7,7,0,2,3,2,0,0,3,0,2,3,0.285714286,1
20190929,WO,LT,37,32,4,4,5,4,0,0,0,0,0,2,2,4,0,0.25,1
20190929,LT,WO,35,34,1,1,7,4,0,0,0,0,0,0,1,9,0,0.228571429,0
20190930,LT,LG,32,29,0,0,3,2,0,0,0,0,0,3,0,4,1,0.1875,0
20190930,LG,LT,32,27,2,2,6,0,0,0,0,1,1,3,1,5,1,0.3125,1
20190930,SK,HH,41,33,6,6,9,2,0,1,2,0,0,6,0,9,1,0.384615385,1
20190930,HH,SK,35,33,2,2,9,4,0,1,0,0,1,0,0,5,2,0.264705882,0
20191001,NC,OB,45,43,4,5,17,4,0,0,2,0,0,2,0,7,1,0.422222222,0
20191001,OB,NC,42,40,5,6,15,2,2,0,0,0,0,1,0,6,0,0.390243902,1
20191001,WO,LT,38,35,2,3,8,6,0,0,2,1,0,3,0,9,1,0.289473684,1
20191001,LT,WO,37,36,1,1,9,0,0,0,0,0,0,1,0,8,0,0.27027027,0
20191003,NC,LG,35,33,1,1,5,0,0,1,2,0,0,2,0,3,0,0.2,0
20191003,LG,NC,37,32,3,3,10,2,0,0,0,0,1,2,1,8,1,0.361111111,1
20191006,LG,WO,31,27,0,0,2,0,0,0,0,0,0,3,1,7,1,0.193548387,0
20191006,WO,LG,31,29,1,1,9,2,0,1,0,1,0,1,0,7,1,0.333333333,1
20191007,LG,WO,47,41,4,4,13,6,0,1,0,0,0,4,1,4,0,0.391304348,0
20191007,WO,LG,43,37,5,5,10,4,0,1,2,0,0,4,0,7,0,0.341463415,1
20191009,WO,LG,36,32,2,2,6,0,0,0,0,0,0,2,1,6,0,0.257142857,0
20191009,LG,WO,33,28,4,4,6,2,0,2,0,0,1,3,0,3,0,0.28125,1
20191010,WO,LG,44,36,9,10,10,6,0,1,4,0,1,6,1,7,0,0.386363636,1
20191010,LG,WO,43,38,5,5,13,0,2,1,0,0,1,3,0,6,1,0.380952381,0
20191014,WO,SK,52,45,3,3,13,4,0,0,2,0,0,6,1,16,0,0.384615385,1
20191014,SK,WO,43,36,0,0,6,2,0,0,0,1,0,5,1,8,0,0.285714286,0
20191015,WO,SK,41,39,8,8,14,10,0,1,2,0,0,2,0,13,1,0.390243902,1
20191015,SK,WO,36,35,7,7,8,2,0,3,2,0,0,0,1,6,0,0.25,0
20191017,SK,WO,39,36,1,1,8,0,0,0,0,0,0,3,0,11,1,0.282051282,0
20191017,WO,SK,41,38,9,10,13,6,0,0,2,0,0,3,0,4,0,0.390243902,1
20191022,WO,OB,42,36,6,6,9,2,0,0,4,0,1,5,0,6,1,0.333333333,0
20191022,OB,WO,41,37,6,7,12,2,0,0,2,0,0,4,0,5,1,0.390243902,1
20191023,WO,OB,38,32,5,5,9,2,2,0,0,0,2,4,0,6,2,0.342105263,0
20191023,OB,WO,37,32,5,6,9,2,0,1,0,1,1,4,0,8,1,0.351351351,1
20191025,OB,WO,40,35,5,5,8,2,2,1,4,0,0,4,1,11,0,0.325,1
20191025,WO,OB,32,28,0,0,4,0,0,0,0,1,0,4,0,2,1,0.25,0
20191026,OB,WO,50,42,10,11,14,10,0,0,2,0,0,6,1,11,1,0.428571429,1
20191026,WO,OB,50,44,7,9,12,8,0,0,0,0,0,5,0,4,1,0.346938776,0
